Suhu Udara (°C),Tekanan Udara Area Pit (hPa),Kelembapan Jalur Hauling (%),Kecepatan Angin (m/s),Curah Hujan (mm),Kepadatan Dump Truck (Unit/Jam),Indeks Aktivitas Blasting (Ppm),Debu_1_Jam_Lalu,Debu_2_Jam_Lalu,Tren_Suhu_3Jam,Tren_Truk_3Jam
-2.5,1032.7,-9.4,0.7,0.0,2000.0,17.0,38.0,28.0,-1.5666666666666613,1533.3333333333333
-2.9,1032.9,-8.8,0.5,0.0,2200.0,20.0,48.0,38.0,-2.2666666666666613,1933.3333333333333
-3.2,1033.1,-8.9,0.4,0.0,2400.0,24.0,63.0,48.0,-2.8666666666666614,2200.0
-3.8,1033.4,-8.8,0.7,0.0,2700.0,23.0,74.0,63.0,-3.299999999999995,2433.3333333333335
-3.7,1033.3,-8.4,0.7,0.0,5000.0,33.0,80.0,74.0,-3.5666666666666615,3366.6666666666665
-3.8,1033.2,-8.5,1.1,0.0,5400.0,41.0,116.0,80.0,-3.766666666666661,4366.666666666667
-3.6,1033.4,-8.3,0.7,0.0,6700.0,46.0,145.0,116.0,-3.6999999999999944,5700.0
-4.7,1033.2,-7.8,0.5,0.0,7600.0,51.0,179.0,145.0,-4.033333333333328,6566.666666666667
-5.3,1033.1,-6.8,1.2,0.0,7300.0,47.0,238.0,179.0,-4.533333333333328,7200.0
-5.3,1032.9,-6.7,1.2,0.0,6200.0,42.0,235.0,238.0,-5.099999999999994,7033.333333333333
-6.0,1033.0,-7.2,1.1,0.0,5600.0,31.0,205.0,235.0,-5.533333333333328,6366.666666666667
-6.0,1033.3,-7.1,0.9,0.0,3300.0,27.0,179.0,205.0,-5.766666666666661,5033.333333333333
-3.4,1033.7,-6.7,1.1,0.0,3200.0,23.0,115.0,179.0,-5.133333333333328,4033.3333333333335
-1.6,1033.5,-6.2,1.2,0.0,2700.0,26.0,87.0,115.0,-3.666666666666662,3066.6666666666665
-0.5,1032.8,-5.7,1.6,0.0,1600.0,25.0,81.0,87.0,-1.8333333333333284,2500.0
0.7,1031.7,-5.1,1.2,0.0,2000.0,30.0,54.0,81.0,-0.4666666666666617,2100.0
1.3,1030.3,-5.2,1.3,0.0,2200.0,34.0,71.0,54.0,0.500000000000005,1933.3333333333333
1.9,1029.4,-4.8,1.2,0.0,2400.0,33.0,89.0,71.0,1.300000000000005,2200.0
2.3,1028.6,-4.9,1.5,0.0,2700.0,33.0,105.0,89.0,1.8333333333333384,2433.3333333333335
1.9,1028.4,-4.4,1.5,0.0,2800.0,31.0,124.0,105.0,2.0333333333333385,2633.3333333333335
0.6,1028.5,-4.2,1.2,0.0,3000.0,32.0,133.0,124.0,1.600000000000005,2833.3333333333335
0.0,1028.6,-4.3,1.0,0.0,3500.0,33.0,144.0,133.0,0.8333333333333384,3100.0
-1.2,1028.4,-4.0,0.1,0.0,3700.0,30.0,164.0,144.0,-0.199999999999995,3400.0
-0.7,1028.3,-3.4,0.7,0.0,3600.0,35.0,165.0,164.0,-0.6333333333333283,3600.0
-1.3,1028.1,-4.5,0.9,0.0,3700.0,40.0,155.0,165.0,-1.0666666666666618,3666.6666666666665
-2.7,1027.9,-4.7,0.9,0.0,4600.0,51.0,151.0,155.0,-1.5666666666666618,3966.6666666666665
-3.5,1027.8,-4.8,0.4,0.0,4900.0,62.0,170.0,151.0,-2.499999999999995,4400.0
-2.4,1026.8,-4.7,1.2,0.0,5000.0,51.0,193.0,170.0,-2.866666666666662,4833.333333333333
-2.6,1026.3,-4.8,0.6,0.0,5800.0,50.0,196.0,193.0,-2.8333333333333286,5233.333333333333
-2.6,1025.8,-4.5,1.3,0.0,5900.0,55.0,211.0,196.0,-2.5333333333333283,5566.666666666667
-2.2,1025.0,-4.4,1.3,0.0,4600.0,49.0,218.0,211.0,-2.466666666666662,5433.333333333333
-3.1,1024.3,-4.8,1.4,0.0,4400.0,43.0,169.0,218.0,-2.633333333333329,4966.666666666667
-3.5,1023.7,-5.4,1.4,0.0,5000.0,42.0,157.0,169.0,-2.9333333333333287,4666.666666666667
-4.1,1023.7,-5.5,0.6,0.0,4800.0,37.0,173.0,157.0,-3.5666666666666615,4733.333333333333
-4.1,1023.5,-5.2,1.3,0.0,4900.0,39.0,172.0,173.0,-3.899999999999995,4900.0
-3.1,1023.4,-5.3,1.1,0.0,5100.0,41.0,173.0,172.0,-3.7666666666666617,4933.333333333333
-3.0,1023.6,-5.0,0.9,0.0,5300.0,41.0,172.0,173.0,-3.399999999999995,5100.0
-1.4,1023.5,-4.7,1.3,0.0,4600.0,45.0,182.0,172.0,-2.499999999999995,5000.0
-0.4,1022.7,-4.5,1.5,0.0,4900.0,54.0,178.0,182.0,-1.5999999999999954,4933.333333333333
0.6,1021.5,-4.2,1.7,0.0,4000.0,50.0,190.0,178.0,-0.39999999999999525,4500.0
1.1,1020.6,-3.6,1.5,0.0,3600.0,47.0,173.0,190.0,0.43333333333333807,4166.666666666667
1.6,1019.7,-3.7,1.0,0.0,3400.0,48.0,172.0,173.0,1.1000000000000048,3666.6666666666665
1.6,1019.4,-3.5,1.1,0.0,4000.0,45.0,190.0,172.0,1.4333333333333382,3666.6666666666665
0.9,1019.4,-3.4,1.1,0.0,4200.0,42.0,206.0,190.0,1.3666666666666716,3866.6666666666665
-0.7,1019.9,-3.6,0.8,0.0,3900.0,33.0,224.0,206.0,0.6000000000000049,4033.3333333333335
-2.2,1020.3,-3.5,1.0,0.0,3800.0,29.0,216.0,224.0,-0.666666666666662,3966.6666666666665
-2.8,1020.7,-3.5,0.2,0.0,4100.0,24.0,205.0,216.0,-1.899999999999995,3933.3333333333335
-3.3,1020.8,-3.8,0.8,0.0,4400.0,20.0,209.0,205.0,-2.7666666666666617,4100.0
-3.4,1020.9,-3.7,0.1,0.0,4800.0,18.0,208.0,209.0,-3.166666666666662,4433.333333333333
-3.3,1021.2,-3.3,0.8,0.0,5100.0,21.0,220.0,208.0,-3.3333333333333286,4766.666666666667
-4.3,1021.5,-4.4,1.0,0.0,6000.0,28.0,239.0,220.0,-3.666666666666662,5300.0
-4.2,1021.6,-4.2,0.4,0.0,7100.0,32.0,271.0,239.0,-3.9333333333333287,6066.666666666667
-3.9,1021.6,-3.9,0.9,0.0,7200.0,29.0,311.0,271.0,-4.133333333333328,6766.666666666667
-4.0,1021.8,-4.1,1.0,0.0,6800.0,26.0,320.0,311.0,-4.033333333333329,7033.333333333333
-4.5,1021.9,-4.8,0.6,0.0,6100.0,25.0,295.0,320.0,-4.133333333333328,6700.0
-4.9,1021.8,-5.3,0.5,0.0,5600.0,23.0,273.0,295.0,-4.4666666666666615,6166.666666666667
-5.7,1021.7,-6.0,0.3,0.0,5000.0,19.0,245.0,273.0,-5.033333333333329,5566.666666666667
-5.4,1021.6,-6.2,0.9,0.0,5300.0,17.0,223.0,245.0,-5.333333333333329,5300.0
-5.8,1022.5,-6.2,1.0,0.0,7500.0,19.0,214.0,223.0,-5.633333333333328,5933.333333333333
-5.7,1023.4,-6.2,1.2,0.0,8500.0,19.0,255.0,214.0,-5.633333333333328,7100.0
-4.3,1024.5,-5.3,0.3,0.0,7500.0,22.0,276.0,255.0,-5.266666666666661,7833.333333333333
-1.7,1024.9,-4.2,1.1,0.0,5400.0,24.0,263.0,276.0,-3.899999999999995,7133.333333333333
0.3,1024.8,-4.0,1.3,0.0,3300.0,32.0,238.0,263.0,-1.899999999999995,5400.0
2.6,1024.2,-4.2,0.6,0.0,3800.0,45.0,170.0,238.0,0.4000000000000051,4166.666666666667
3.3,1022.4,-3.3,1.1,0.0,5300.0,42.0,183.0,170.0,2.0666666666666718,4133.333333333333
4.1,1021.8,-4.4,1.6,0.0,4500.0,42.0,223.0,183.0,3.333333333333338,4533.333333333333
3.9,1021.7,-5.3,1.6,0.0,3600.0,40.0,231.0,223.0,3.7666666666666715,4466.666666666667
3.8,1021.9,-5.7,0.9,0.0,3000.0,38.0,204.0,231.0,3.9333333333333376,3700.0
1.6,1022.4,-5.1,0.3,0.0,2700.0,33.0,182.0,204.0,3.100000000000005,3100.0
-1.1,1023.1,-5.3,0.1,0.0,3300.0,25.0,160.0,182.0,1.4333333333333382,3000.0
-0.1,1024.1,-4.4,1.1,0.0,4400.0,22.0,163.0,160.0,0.13333333333333838,3466.6666666666665
0.7,1024.5,-3.2,1.1,0.0,7000.0,29.0,199.0,163.0,-0.16666666666666172,4900.0
-2.3,1024.8,-4.0,0.9,0.0,6900.0,28.0,333.0,199.0,-0.5666666666666617,6100.0
-2.6,1025.0,-3.7,1.1,0.0,6400.0,28.0,354.0,333.0,-1.399999999999995,6766.666666666667
-3.4,1025.0,-4.2,0.8,0.0,4900.0,41.0,337.0,354.0,-2.7666666666666617,6066.666666666667
-3.8,1025.1,-4.8,0.9,0.0,6600.0,44.0,242.0,337.0,-3.2666666666666617,5966.666666666667
-3.1,1025.0,-3.9,0.8,0.0,8100.0,54.0,276.0,242.0,-3.4333333333333282,6533.333333333333
-3.0,1024.9,-4.3,0.7,0.0,8000.0,46.0,325.0,276.0,-3.299999999999995,7566.666666666667
-3.5,1024.9,-4.9,0.5,0.0,6100.0,35.0,354.0,325.0,-3.1999999999999953,7400.0
-4.0,1024.7,-5.0,0.1,0.0,5600.0,25.0,298.0,354.0,-3.499999999999995,6566.666666666667
-4.7,1024.4,-5.5,0.8,0.0,5900.0,24.0,273.0,298.0,-4.066666666666662,5866.666666666667
-4.6,1024.1,-5.0,2.0,0.0,8300.0,29.0,265.0,273.0,-4.433333333333328,6600.0
-5.1,1024.6,-5.6,1.0,0.0,5900.0,32.0,314.0,265.0,-4.7999999999999945,6700.0
-4.8,1024.8,-6.2,1.0,0.0,3100.0,31.0,250.0,314.0,-4.833333333333329,5766.666666666667
-4.2,1025.6,-5.7,1.1,0.0,3000.0,23.0,146.0,250.0,-4.699999999999995,4000.0
-3.0,1025.9,-5.6,1.5,0.0,3200.0,23.0,129.0,146.0,-3.999999999999995,3100.0
-2.0,1025.6,-4.8,1.0,0.0,3800.0,34.0,140.0,129.0,-3.0666666666666615,3333.3333333333335
-1.0,1024.6,-3.8,1.0,0.0,4500.0,51.0,189.0,140.0,-1.999999999999995,3833.3333333333335
-0.3,1023.4,-3.5,1.2,0.0,5200.0,57.0,272.0,189.0,-1.099999999999995,4500.0
0.1,1022.5,-3.3,1.6,0.0,6700.0,67.0,307.0,272.0,-0.39999999999999497,5466.666666666667
-0.1,1022.0,-3.1,1.4,0.0,8200.0,74.0,355.0,307.0,-0.09999999999999497,6700.0
-1.6,1022.3,-2.7,2.5,0.0,8200.0,88.0,388.0,355.0,-0.5333333333333283,7700.0
-2.2,1022.2,-2.5,0.8,0.0,9900.0,75.0,470.0,388.0,-1.2999999999999952,8766.666666666666
-2.1,1022.1,-2.1,1.2,0.0,9900.0,43.0,483.0,470.0,-1.9666666666666617,9333.333333333334
-1.4,1022.1,-1.4,1.5,0.0,9900.0,39.0,485.0,483.0,-1.899999999999995,9900.0
-1.1,1022.7,-1.1,1.1,0.0,9000.0,42.0,483.0,485.0,-1.5333333333333286,9600.0
-1.1,1023.0,-1.1,0.9,0.0,8000.0,42.0,419.0,483.0,-1.199999999999995,8966.666666666666
-1.6,1022.9,-1.6,1.8,0.0,8300.0,35.0,378.0,419.0,-1.2666666666666617,8433.333333333334
-1.8,1023.3,-1.8,1.1,0.0,8300.0,30.0,378.0,378.0,-1.499999999999995,8200.0
-2.2,1023.3,-2.2,1.7,0.0,8500.0,24.0,364.0,378.0,-1.8666666666666618,8366.666666666666
-2.4,1022.8,-2.4,0.8,0.0,8500.0,25.0,347.0,364.0,-2.133333333333328,8433.333333333334
-2.6,1022.7,-2.6,1.1,0.0,8500.0,19.0,344.0,347.0,-2.399999999999995,8500.0
-2.9,1022.6,-2.9,1.4,0.0,8500.0,19.0,344.0,344.0,-2.633333333333328,8500.0
-3.3,1022.3,-3.3,1.6,0.0,9000.0,23.0,347.0,344.0,-2.9333333333333282,8666.666666666666
-3.6,1022.1,-3.6,0.7,0.0,9100.0,24.0,341.0,347.0,-3.2666666666666617,8866.666666666666
-3.7,1021.8,-3.7,0.9,0.0,8600.0,21.0,340.0,341.0,-3.533333333333328,8900.0
-4.6,1022.3,-4.6,0.6,0.0,8100.0,18.0,329.0,340.0,-3.9666666666666615,8600.0
-5.1,1022.6,-5.1,0.9,0.0,8900.0,17.0,319.0,329.0,-4.4666666666666615,8533.333333333334
-3.4,1023.3,-3.4,0.9,0.0,9100.0,17.0,325.0,319.0,-4.366666666666661,8700.0
-1.7,1023.7,-2.8,1.0,0.0,7400.0,18.0,344.0,325.0,-3.399999999999995,8466.666666666666
0.8,1023.5,-3.1,0.7,0.0,4700.0,33.0,305.0,344.0,-1.4333333333333282,7066.666666666667
2.8,1023.0,-4.2,1.4,0.0,3900.0,51.0,257.0,305.0,0.6333333333333383,5333.333333333333
5.9,1021.7,-5.7,2.0,0.0,2900.0,43.0,234.0,257.0,3.1666666666666714,3833.3333333333335
6.8,1021.3,-6.9,2.6,0.0,2000.0,35.0,175.0,234.0,5.166666666666671,2933.3333333333335
7.1,1020.9,-7.4,1.5,0.0,1700.0,31.0,118.0,175.0,6.600000000000005,2200.0
5.6,1020.7,-7.0,1.2,0.0,1600.0,29.0,104.0,118.0,6.500000000000004,1766.6666666666667
2.3,1021.1,-6.6,0.9,0.0,1700.0,30.0,93.0,104.0,5.000000000000004,1666.6666666666667
0.4,1022.0,-5.6,0.5,0.0,2100.0,26.0,92.0,93.0,2.7666666666666715,1800.0
-0.5,1022.3,-5.9,0.5,0.0,2100.0,26.0,105.0,92.0,0.7333333333333383,1966.6666666666667
-1.4,1022.2,-5.3,0.5,0.0,4300.0,18.0,105.0,105.0,-0.49999999999999495,2833.3333333333335
-1.6,1022.5,-4.4,0.1,0.0,4000.0,18.0,170.0,105.0,-1.1666666666666616,3466.6666666666665
-0.5,1023.1,-5.3,1.0,0.0,4100.0,30.0,165.0,170.0,-1.1666666666666616,4133.333333333333
-1.0,1023.6,-5.8,0.9,0.0,4800.0,51.0,154.0,165.0,-1.0333333333333283,4300.0
1.4,1023.6,-8.4,1.6,0.0,3100.0,45.0,162.0,154.0,-0.03333333333332833,4000.0
1.3,1023.4,-8.0,1.2,0.0,2200.0,30.0,136.0,162.0,0.5666666666666716,3366.6666666666665
1.5,1023.0,-8.3,0.7,0.0,2100.0,26.0,97.0,136.0,1.400000000000005,2466.6666666666665
1.7,1022.9,-9.3,1.6,0.0,1300.0,20.0,91.0,97.0,1.500000000000005,1866.6666666666667
1.1,1022.4,-9.5,1.4,0.0,1200.0,18.0,70.0,91.0,1.4333333333333382,1533.3333333333333
-0.4,1022.1,-9.8,1.2,0.0,1000.0,18.0,49.0,70.0,0.800000000000005,1166.6666666666667
-1.3,1022.5,-9.2,1.4,0.0,1000.0,13.0,37.0,49.0,-0.19999999999999493,1066.6666666666667
-2.3,1023.4,-9.2,0.9,0.0,1000.0,15.0,33.0,37.0,-1.3333333333333284,1000.0
-3.7,1023.9,-8.6,0.6,0.0,1000.0,15.0,34.0,33.0,-2.4333333333333282,1000.0
-1.0,1024.3,-8.2,1.0,0.0,1100.0,21.0,37.0,34.0,-2.333333333333328,1033.3333333333333
1.0,1024.7,-8.5,1.3,0.0,1300.0,21.0,42.0,37.0,-1.2333333333333285,1133.3333333333333
2.5,1024.8,-8.0,1.3,0.0,1600.0,23.0,47.0,42.0,0.8333333333333384,1333.3333333333333
3.8,1023.8,-8.3,0.9,0.0,1800.0,27.0,53.0,47.0,2.4333333333333385,1566.6666666666667
4.8,1022.7,-8.3,2.4,0.0,1100.0,13.0,77.0,53.0,3.700000000000005,1500.0
5.6,1021.9,-11.5,2.5,0.0,700.0,10.0,59.0,77.0,4.733333333333338,1200.0
5.1,1022.0,-11.5,4.1,0.0,800.0,14.0,32.0,59.0,5.166666666666671,866.6666666666666
4.9,1022.4,-11.7,2.8,0.0,700.0,11.0,35.0,32.0,5.2000000000000055,733.3333333333334
3.8,1022.7,-11.8,3.0,0.0,700.0,9.0,35.0,35.0,4.600000000000005,733.3333333333334
3.4,1022.7,-11.4,1.7,0.0,900.0,9.0,31.0,35.0,4.0333333333333385,766.6666666666666
3.1,1022.7,-11.3,1.7,0.0,1200.0,12.0,37.0,31.0,3.4333333333333385,933.3333333333334
-0.9,1022.7,-3.8,1.8,0.0,1200.0,10.0,42.0,37.0,1.8666666666666716,1100.0
-2.3,1022.5,-3.4,0.7,0.0,1400.0,11.0,46.0,42.0,-0.033333333333328184,1266.6666666666667
-2.6,1022.2,-3.4,0.3,0.0,7100.0,17.0,44.0,46.0,-1.9333333333333282,3233.3333333333335
-1.6,1021.6,-4.0,1.6,0.0,7100.0,25.0,312.0,44.0,-2.166666666666661,5200.0
-2.1,1021.2,-4.0,1.2,0.0,8200.0,31.0,384.0,312.0,-2.099999999999995,7466.666666666667
-2.6,1020.7,-3.9,0.4,0.0,8700.0,31.0,439.0,384.0,-2.0999999999999948,8000.0
-3.1,1019.7,-3.5,2.5,0.0,8700.0,31.0,487.0,439.0,-2.599999999999995,8533.333333333334
-4.8,1019.4,-4.8,1.5,0.0,8700.0,21.0,500.0,487.0,-3.499999999999995,8700.0
-3.7,1017.5,-3.7,1.0,0.0,8700.0,18.0,507.0,500.0,-3.866666666666662,8700.0
-3.6,1017.2,-3.6,1.8,0.0,8700.0,15.0,501.0,507.0,-4.033333333333329,8700.0
-3.4,1016.6,-3.4,1.0,0.0,8700.0,15.0,503.0,501.0,-3.5666666666666615,8700.0
-3.4,1016.1,-3.4,1.3,0.0,8700.0,13.0,446.0,503.0,-3.4666666666666615,8700.0
-3.3,1015.9,-3.3,1.2,0.0,8700.0,13.0,405.0,446.0,-3.366666666666662,8700.0
-3.6,1016.0,-3.7,1.5,0.0,10000.0,13.0,393.0,405.0,-3.4333333333333282,9133.333333333334
-3.8,1016.2,-3.9,1.5,0.0,10000.0,14.0,412.0,393.0,-3.5666666666666615,9566.666666666666
-3.6,1015.4,-3.9,1.2,0.0,10000.0,15.0,461.0,412.0,-3.666666666666662,10000.0
-3.1,1013.9,-4.1,1.7,0.0,10000.0,18.0,586.0,461.0,-3.499999999999995,10000.0
-2.3,1012.4,-4.0,1.8,0.0,10000.0,21.0,627.0,586.0,-2.999999999999995,10000.0
-2.0,1011.7,-4.0,2.4,0.0,10000.0,19.0,646.0,627.0,-2.466666666666662,10000.0
-1.4,1011.7,-3.9,1.1,0.0,10000.0,19.0,644.0,646.0,-1.899999999999995,10000.0
-2.1,1011.8,-3.8,1.5,0.0,9900.0,16.0,657.0,644.0,-1.8333333333333284,9966.666666666666
-3.0,1012.4,-4.0,1.2,0.0,8700.0,12.0,635.0,657.0,-2.1666666666666616,9533.333333333334
-3.6,1012.8,-4.0,1.0,0.0,8500.0,11.0,546.0,635.0,-2.899999999999995,9033.333333333334
-3.7,1012.9,-3.8,1.0,0.0,8500.0,9.0,494.0,546.0,-3.4333333333333282,8566.666666666666
-3.7,1012.9,-3.7,1.4,0.0,9400.0,10.0,464.0,494.0,-3.666666666666662,8800.0
-3.5,1012.8,-3.5,1.4,0.0,9400.0,12.0,473.0,464.0,-3.633333333333329,9100.0
-3.3,1012.7,-3.3,0.8,0.0,9900.0,12.0,521.0,473.0,-3.4999999999999947,9566.666666666666
-3.5,1012.8,-3.5,1.0,0.0,9700.0,11.0,472.0,521.0,-3.4333333333333282,9666.666666666666
-3.6,1012.8,-3.6,1.4,0.0,9700.0,11.0,476.0,472.0,-3.4666666666666615,9766.666666666666
-3.5,1013.0,-3.5,1.2,0.0,9900.0,10.0,477.0,476.0,-3.533333333333328,9766.666666666666
-3.5,1013.1,-3.5,1.0,0.0,9900.0,10.0,481.0,477.0,-3.533333333333328,9833.333333333334
-3.9,1013.1,-3.9,1.6,0.0,9900.0,11.0,480.0,481.0,-3.633333333333328,9900.0
-4.2,1013.3,-4.2,2.0,0.0,9900.0,12.0,479.0,480.0,-3.866666666666662,9900.0
-4.2,1013.3,-4.2,1.7,0.0,9900.0,13.0,467.0,479.0,-4.099999999999995,9900.0
-4.4,1014.1,-4.4,1.6,0.0,9500.0,11.0,463.0,467.0,-4.266666666666662,9766.666666666666
-5.0,1015.3,-5.0,1.7,0.0,9100.0,10.0,414.0,463.0,-4.533333333333329,9500.0
-5.0,1016.4,-5.0,1.8,0.0,8600.0,9.0,362.0,414.0,-4.799999999999996,9066.666666666666
-4.6,1018.4,-4.6,1.9,0.0,7700.0,9.0,319.0,362.0,-4.866666666666661,8466.666666666666
-4.9,1020.2,-4.9,3.2,0.0,7100.0,8.0,293.0,319.0,-4.833333333333329,7800.0
-3.9,1021.3,-4.0,2.5,0.0,7600.0,8.0,321.0,293.0,-4.4666666666666615,7466.666666666667
-3.1,1021.6,-4.5,1.8,0.0,7600.0,10.0,343.0,321.0,-3.966666666666663,7433.333333333333
-1.9,1021.8,-4.6,1.8,0.0,6800.0,12.0,297.0,343.0,-2.966666666666662,7333.333333333333
-0.9,1022.1,-5.1,0.5,0.0,4300.0,14.0,261.0,297.0,-1.9666666666666617,6233.333333333333
-0.6,1023.0,-5.4,2.0,0.0,2900.0,13.0,198.0,261.0,-1.1333333333333286,4666.666666666667
-0.6,1024.1,-6.0,0.5,0.0,4000.0,11.0,140.0,198.0,-0.6999999999999953,3733.3333333333335
-1.2,1025.3,-4.5,1.2,0.0,3200.0,10.0,178.0,140.0,-0.7999999999999953,3366.6666666666665
-1.6,1026.7,-4.3,1.4,0.0,2800.0,11.0,150.0,178.0,-1.1333333333333286,3333.3333333333335
-1.5,1028.2,-4.7,1.3,0.0,2900.0,11.0,129.0,150.0,-1.4333333333333285,2966.6666666666665
-1.8,1029.6,-4.3,1.3,0.0,3500.0,13.0,119.0,129.0,-1.6333333333333286,3066.6666666666665
-2.5,1030.9,-8.2,3.1,0.0,3700.0,18.0,143.0,119.0,-1.933333333333329,3366.6666666666665
-3.4,1032.2,-9.2,3.1,0.0,1400.0,18.0,149.0,143.0,-2.566666666666662,2866.6666666666665
-3.8,1032.9,-10.4,1.4,0.0,1300.0,17.0,88.0,149.0,-3.2333333333333285,2133.3333333333335
-4.1,1033.5,-10.7,2.4,0.0,1200.0,12.0,51.0,88.0,-3.766666666666662,1300.0
-3.6,1033.8,-9.6,1.7,0.0,1100.0,8.0,38.0,51.0,-3.8333333333333286,1200.0
-4.1,1034.4,-8.2,2.0,0.0,1000.0,11.0,34.0,38.0,-3.9333333333333287,1100.0
-4.6,1034.7,-7.0,1.5,0.0,1000.0,8.0,31.0,34.0,-4.099999999999995,1033.3333333333333
-5.1,1034.6,-7.7,1.4,0.1,1000.0,7.0,29.0,31.0,-4.599999999999995,1000.0
-5.6,1034.5,-8.3,1.2,0.0,900.0,9.0,29.0,29.0,-5.099999999999995,966.6666666666666
-5.7,1034.7,-7.8,1.3,0.0,700.0,12.0,22.0,29.0,-5.466666666666662,866.6666666666666
-6.5,1035.0,-15.2,1.4,0.0,700.0,12.0,13.0,22.0,-5.933333333333329,766.6666666666666
-6.6,1035.4,-17.1,1.3,0.0,700.0,13.0,15.0,13.0,-6.266666666666662,700.0
-6.5,1035.8,-16.8,1.5,0.0,800.0,14.0,12.0,15.0,-6.533333333333329,733.3333333333334
-6.5,1036.3,-17.3,1.6,0.0,900.0,17.0,17.0,12.0,-6.533333333333329,800.0
-5.6,1036.1,-14.4,1.4,0.0,1100.0,19.0,17.0,17.0,-6.199999999999996,933.3333333333334
-5.3,1035.3,-14.1,1.0,0.0,1200.0,21.0,31.0,17.0,-5.7999999999999945,1066.6666666666667
-4.9,1034.2,-11.9,1.4,0.0,1400.0,22.0,39.0,31.0,-5.266666666666662,1233.3333333333333
-4.5,1033.6,-12.9,1.0,0.0,1700.0,25.0,43.0,39.0,-4.899999999999996,1433.3333333333333
-4.4,1033.4,-12.1,1.2,0.0,1600.0,24.0,49.0,43.0,-4.599999999999996,1566.6666666666667
-4.7,1033.6,-13.3,1.6,0.0,1700.0,22.0,54.0,49.0,-4.533333333333329,1666.6666666666667
-4.8,1033.7,-12.9,1.7,0.0,2000.0,23.0,57.0,54.0,-4.633333333333329,1766.6666666666667
-5.4,1033.6,-12.6,0.9,0.0,2200.0,25.0,61.0,57.0,-4.966666666666662,1966.6666666666667
-5.4,1033.6,-12.2,1.0,0.0,2400.0,26.0,65.0,61.0,-5.199999999999997,2200.0
-6.1,1033.6,-11.6,1.1,0.0,2700.0,27.0,72.0,65.0,-5.633333333333329,2433.3333333333335
-6.1,1033.8,-12.2,1.3,0.0,2600.0,34.0,74.0,72.0,-5.866666666666663,2566.6666666666665
-6.6,1033.7,-12.1,0.6,0.0,2300.0,31.0,87.0,74.0,-6.266666666666662,2533.3333333333335
-7.3,1033.7,-11.5,1.0,0.0,2900.0,39.0,79.0,87.0,-6.666666666666662,2600.0
-7.6,1033.2,-11.4,0.9,0.0,4100.0,55.0,92.0,79.0,-7.166666666666662,3100.0
-7.7,1033.0,-11.2,1.5,0.0,4100.0,59.0,133.0,92.0,-7.533333333333329,3700.0
-7.7,1032.9,-11.7,0.9,0.0,4200.0,52.0,145.0,133.0,-7.666666666666662,4133.333333333333
-7.3,1032.6,-11.7,1.5,0.0,2000.0,43.0,143.0,145.0,-7.566666666666663,3433.3333333333335
-7.6,1032.1,-12.1,1.4,0.0,2700.0,32.0,78.0,143.0,-7.533333333333329,2966.6666666666665
-8.5,1032.0,-12.5,1.0,0.0,3600.0,32.0,83.0,78.0,-7.799999999999996,2766.6666666666665
-9.5,1032.0,-12.5,0.7,0.0,3500.0,30.0,107.0,83.0,-8.53333333333333,3266.6666666666665
-9.6,1032.1,-11.5,1.4,0.0,3600.0,28.0,103.0,107.0,-9.199999999999996,3566.6666666666665
-8.7,1032.6,-11.2,1.1,0.0,5000.0,31.0,103.0,103.0,-9.26666666666666,4033.3333333333335
-6.6,1033.0,-12.5,1.7,0.0,5300.0,37.0,118.0,103.0,-8.299999999999995,4633.333333333333
-4.5,1033.3,-13.4,2.1,0.0,5000.0,42.0,130.0,118.0,-6.599999999999995,5100.0
-3.1,1032.7,-13.1,2.0,0.0,3000.0,42.0,156.0,130.0,-4.733333333333329,4433.333333333333
-0.8,1031.6,-11.6,1.4,0.0,3800.0,50.0,99.0,156.0,-2.799999999999996,3933.3333333333335
1.6,1030.4,-11.6,1.0,0.0,3000.0,45.0,135.0,99.0,-0.7666666666666625,3266.6666666666665
2.4,1029.7,-11.2,1.1,0.0,2600.0,38.0,122.0,135.0,1.0666666666666706,3133.3333333333335
3.9,1029.2,-11.3,1.0,0.0,2500.0,35.0,105.0,122.0,2.6333333333333377,2700.0
3.3,1028.8,-10.0,1.7,0.0,2900.0,49.0,86.0,105.0,3.200000000000004,2666.6666666666665
1.7,1028.7,-9.0,1.8,0.0,3100.0,53.0,98.0,86.0,2.966666666666671,2833.3333333333335
0.8,1028.9,-8.2,1.6,0.0,2600.0,38.0,110.0,98.0,1.9333333333333371,2866.6666666666665
-1.3,1029.1,-7.9,0.7,0.0,2800.0,45.0,97.0,110.0,0.40000000000000413,2833.3333333333335
-0.9,1029.1,-7.5,1.3,0.0,2900.0,35.0,118.0,97.0,-0.4666666666666625,2766.6666666666665
-0.4,1029.0,-7.0,0.9,0.0,2800.0,35.0,147.0,118.0,-0.8666666666666627,2833.3333333333335
-1.7,1028.7,-6.6,1.2,0.0,3300.0,41.0,169.0,147.0,-0.9999999999999959,3000.0
-2.9,1028.6,-6.5,0.9,0.0,3500.0,40.0,196.0,169.0,-1.6666666666666625,3200.0
-3.2,1028.2,-6.5,1.0,0.0,3700.0,40.0,230.0,196.0,-2.5999999999999956,3500.0
-3.1,1027.8,-6.2,0.9,0.0,4800.0,43.0,257.0,230.0,-3.0666666666666624,4000.0
